gurmukhi,english
ArMiBE,Aranbheo
Arog,Arog
Arogq,Arogat
Arogu,Arogu
Arogw,Arogaa
Arpau,Arpou
ArpI,Arpee
ArpIAY,Arpeeai
ArpIjY,Arpeejai
Arpwhw,Arpaahaa
ArpY,Arpai
Arpy,Arpay
Arpyhw,Arpayhaa
ArQ,Arth
ArQI,Arthee
ArQIey,Artheeay
ArQu,Arthu
ArQw,Arthaa
ArQwie,Arthaae
ArQwvY,Arthaavai
Arshu,Arsahu
Aru,Aru
ArUVw,Aroorraa
Arux,Arunn
ArVwvY,Ararraavai
ArwDau,Araadhou
ArwDhu,Araadhahu
ArwDI,Araadhee
ArwDIAih,AraadheeAhe
ArwDIAY,Araadheeai
ArwDih,Araadhahe
ArwDin,Araadhane
ArwDn,Araadhan
ArwDnh,Araadhanaha
ArwDnu,Araadhanu
ArwDnw,Araadhnaa
ArwDo,Araadho
ArwDqy,Araadhtay
ArwDU,Araadhoo
ArwDw,Araadhaa
ArwDxw,Araadhnnaa
ArwDy,Araadhay
ArwDY,Araadhai
ArwiD,Araadhe
ArwiDAw,Araadheaa
ArwiDAY,Araadheai
ArwiDdy,Araadheday
ArwiDE,Araadheo
Arwpau,Araapou
ArwpauN,Araapoun
As,As
Asçrj,Aschraj
Asgw,Asgaa
Asgwh,Asgaah
Asgwhu,Asgaahu
AsI,Asee
AsÍ,Asua
AsIhW,Aseehaan
Asil,Asale
AsÍn,Asuan
Asiq,Asate
AsiQiq,Asthete
AsiQq,Asthet
AsiQr,Asther
AsiQrM,Astheran
AsiQru,Astheru
AsIsVIAw,Aseesarreeaa
AsIsw,Aseesaa
AslyKI,Aslaykhee
AsmJu,Asamajhu
AsMK,Asankh
AsMKw,Asankhaa
AsMq,Asant
AsMqu,Asantu
Asmwin,Asmaane
Asmwn,Asmaan
AsmwnI,Asmaanee
Asmwnu,Asmaanu
AsnweI,Asnaaee
Asnwhw,Asnaahaa
Asnyh,Asnayh
AsnyhI,Asnayhee
Asnyhu,Asnayhu
Asnyih,Asnayhe
Asoc,Asoch
Asocw,Asochaa
Asœ,Ast
Aspiq,Aspate
Asq,Ast
AsqI,Astee
AsQl,Asthal
AsQlu,Asthalu
AsQMBM,Asthanbhan
AsQMBnh,Asthanbhanaha
AsQMBu,Asthanbhu
AsQMmnu,Asthanmanu
AsQn,Asthan
Asqu,Astu
AsQUl,Asthool
AsQUlI,Asthoolee
AsQUlu,Asthoolu
AsQUlw,Asthoolaa
AsQwin,Asthaane
AsQwn,Asthaan
AsQwnM,Asthaanan
AsQwnu,Asthaanu
AsQwnw,Asthaanaa
AsQwny,Asthaanay
AsQwpnM,Asthaapanan
AsQwvr,Asthaavar
AsRm,Asram
Asrwau,Asraaou
Asrwil,Asraale
Asrwlu,Asraalu
Asrwlw,Asraalaa
Ast,Astt
AstI,Asttee
Astm,Asttam
AstmI,Asttmee
AstpdI,Asttpadee
AstpdIAw,Asttpadeeaa
AsU,Asoo
Asu,Asu
AsuB,Asubh
AsuD,Asudh
Asuin,Asune
AsulU,Asuloo
AsumyD,Asumaydh
Asur,Asur
Asurh,Asuraha
Asvwr,Asvaar
AsvwrI,Asvaaree
Asvwru,Asvaaru
Asvwrw,Asvaaraa
Asw,Asaa
AswD,Asaadh
AswDu,Asaadhu
AswfVw,Asaaddrraa
AswfVy,Asaaddrray
Aswfw,Asaaddaa
Aswh,Asaah
Aswj´M,Asaajean
Aswr,Asaar
AswriQ,Asaarathe
Aswry,Asaaray
AswVI,Asaarree
AswVw,Asaarraa
AT,Atth
ATds,Atthdas
ATI,Atthee
AtIAw,Atteeaa
Atik,Attake
AtikE,Attkeo
Atk,Attak
Atkwie,Attkaae
Atkwvis,Attkaavase
AtkwvY,Attkaavai
AtkY,Attkai
Atl,Attal
Atlu,Attalu
Atlw,Attlaa
AtlwDw,Attlaadhaa
ATqrY,Atthatrai
ATsiT,Atthsatthe
ATsTy,Atthsatthay
ATUihAw,Atthooheaa
AtvI,Attvee
AtvIAM,AttveeAn
ATvY,Atthvai
ATw,Atthaa
ATwr,Atthaar
ATwrh,Atthaaraha
Atwry,Attaaray
ATwsI,Atthaasee
ATy,Atthay
auAw,ouaa
auAwhU,ouaahoo
auAwih,ouaahe
aUB,oobh
aUBau,oobhou
aUBI,oobhee
aubirAw,oubreaa
aubirE,oubreo
auBkly,oubhkalay
aublI,oublee
aUBO,oobhau
aubr,oubar
aubrhu,oubrahu
aubrI,oubree
aubrih,oubarahe
aUbrih,oobarahe
aubrn,oubaran
aUbrnw,oobarnaa
aubrq,oubarat
aubry,oubray
aubrY,oubrai
aUbrY,oobrai
aUbry,oobray
aUBsuk,oobhsuk
aubt,oubatt
aUBw,oobhaa
aubwir,oubaare
aubwirAnu,oubaareAnu
aubwirAw,oubaareaa
aubwrI,oubaaree
aubwrIAly,oubaareeAlay
aubwrIAw,oubaareeaa
auBwrw,oubhaaraa
aubwry,oubaaray
aUBy,oobhay
auBy,oubhay
aUBY,oobhai
auc,ouch
aUc,ooch
aUcau,oochou
aUch,oochaha
aucI,ouchee
aUcI,oochee
aucIAw,oucheeaa
aucik,ouchake
auCilAw,ouchhleaa
aucir,ouchare
auckw,ouchkaa
aUClY,oochhlai
auClY,ouchhlai
aUcM,oochan
aUcn,oochan
aUco,oocho
aUcO,oochau
aucrau,ouchrou
aucrhI,ouchrahee
aucrhu,ouchrahu
aucrIAY,ouchreeaai
aucrih,ouchrahe
aUcrih,oochrahe
aucris,ouchrase
aucrMiq,ouchrante
aucrq,ouchrat
aucru,oucharu
aucrw,ouchraa
aucrW,ouchraan
aucrxM,ouchrannan
aucrY,ouchrai
aUcrY,oochrai
aucry,ouchray
aucVIAY,ouchrreeai
aUcw,oochaa
aucw,ouchaa
aucweI,ouchaaee
auCwhwVw,ouchhaahaarraa
aucwiein@,ouchaaene
auCwih,ouchhaahe
aucwirE,ouchaareo
aucwpiq,ouchaapate
aucwr,ouchaar
aucwrI,ouchaaree
aucwru,ouchaaru
aucwrw,ouchaaraa
aucwrx,ouchaarann
aucwrxw,ouchaarnnaa
aucwrxy,ouchaarnnay
aucwrY,ouchaarai
aucwry,ouchaaray
aUcy,oochay
aUcY,oochai
aUD,oodh
audau,oudou
aUDau,oodhou
auDau,oudhou
audiD,oudadhe
audik,oudake
auDir,oudhare
audir,oudare
auDirAw,oudhreaa
auDirE,oudhreo
audivAau,oudveAou
audk,oudak
aUdk,oodak
audku,oudaku
audm,oudam
audmh,oudamaha
audmu,oudamu
audmukry,oudmukray
audmwdw,oudmaadaa
audmwqy,oudmaatay
auDO,oudhau
audoq,oudot
audoqu,oudotu
audOqu,oudautu
audosIA,oudoseeA
audoswhY,oudosaahai
audr,oudar
auDr,oudhar
auDr´au,oudhareou
auDrhu,oudharahu
auDrI,oudhree
auDrIAM,oudhreeAn
auDrIAw,oudhreeaa
auDrIAY,oudhreeai
auDrih,oudhrahe
auDris,oudhrase
auDrMq,oudhrant
auDrn,oudhran
auDrnhwr,oudhranhaar
auDrnhwrw,oudhranhaaraa
auDrnhwry,oudhranhaaray
auDrq,oudhrat
auDrqy,oudhartay
auDru,oudharu
audru,oudaru
auDrw,oudhraa
auDrx,oudhrann
auDrxh,oudhrannaha
auDrxhwru,oudhrannahaaru
auDrxM,oudhrannan
auDrY,oudhrai
audrY,oudrai
auDry,oudhray
aUDw,oodhaa
auDwir,oudhaare
auDwirAnu,oudhaareAnu
auDwirAw,oudhaareaa
auDwirE,oudhaareo
audwis,oudaase
auDwr,oudhaar
audwr,oudaar
auDwrau,oudhaarou
audwrau,oudaarou
auDwrdw,oudhaardaa
auDwrhu,oudhaarahu
auDwrI,oudhaaree
auDwrIAly,oudhaareeAlay
auDwrih,oudhaarahe
auDwrM,oudhaaran
auDwrn,oudhaaran
auDwrnu,oudhaaranu
auDwrnw,oudhaarnaa
auDwro,oudhaaro
auDwru,oudhaaru
audwru,oudaaru
auDwrw,oudhaaraa
auDwrx,oudhaarann
auDwrxh,oudhaarannah
auDwrxhwirAw,oudhaarannhaareaa
auDwrxhwr,oudhaarannhaar
auDwrxhwru,oudhaarannhaaru
auDwrxhwrw,oudhaarannhaaraa
auDwrxo,oudhaarnno
auDwrxu,oudhaarannu
auDwrxw,oudhaarnnaa
auDwry,oudhaaray
auDwrY,oudhaarai
audws,oudaas
audwsI,oudaasee
audwsu,oudaasu
audwsw,oudaasaa
audwswey,oudaasaaay
audwsy,oudaasay
audwsyrw,oudaasayraa
audY,oudai
aUfau,ooddou
aufhu,ouddahu
aUfih,ooddahe
aufih,ouddahe
aufInI,ouddeenee
aufir,ouddare
aufirAw,ouddreaa
aufIsy,ouddeesay
aufIxI,ouddeennee
aufIxIAw,ouddeenneeaa
aufMq,ouddant
aufn,ouddan
aUfqI,ooddtee
aufqw,ouddtaa
aufqy,ouddtay
aufvw,ouddvaa
aUfW,ooddaan
aufweIAY,ouddaaeeai
aufwey,ouddaaay
aufwnI,ouddaanee
aufwrI,ouddaaree
aufwvq,ouddaavat
aufwvY,ouddaavai
aufx,ouddann
aufxY,ouddnnai
aUfy,oodday
aufY,ouddai
aUfY,ooddai
auGir,oughare
auGiV,ougharre
augiv,ougave
auGiVAw,oughrreaa
aUgivAw,oogveaa
auGlwnw,oughlaanaa
auglwry,ouglaaray
augR,ougra
augRsYix,ougrsainne
augRsYn,ougrsain
augRsYx,ougrsainn
auGry,oughray
auGrYgo,oughraigo
augvih,ougvahe
augvq,ougvat
augvxhu,ougvannahu
augvY,ougvai
aUgvY,oogvai
auGVY,oughrrai
auGw,oughaa
augwhI,ougaahee
augwih,ougaahe
aUGY,ooghai
auh,ouh
auhI,ouhee
aUhI,oohee
auhu,ouhu
aUhw,oohaa
aUhW,oohaan
aUiB,oobhe
auiBsuk,oubhesuk
auidAwn,oudeaan
auidAwnd,oudeaanad
auidAwnI,oudeaanee
auidAwnw,oudeaanaa
auidAwnY,oudeaanai
auidAwny,oudeaanay
auidm,oudem
auie,oue
auif,oudde
aUif,oodde
auifAw,ouddeaa
auifE,ouddeo
auijAwlw,oujeaalaa
auijAwrIAw,oujeaareeaa
auijAwro,oujeaaro
auijAwrw,oujeaaraa
auin,oune
auin@,oune
auir,oure
auiT,outthe
aUiT,ootthe
auiTAih,outtheAhe
auiTE,outtheo
auj´wrw,oujeaaraa
aujIAwrau,oujeeaarou
aujIAwro,oujeeaaro
aujIAwrw,oujeeaaraa
aujIAwry,oujeeaaray
aujilAw,oujleaa
auJiV,oujharre
aUJiV,oojharre
aUjl,oojal
aujl,oujal
aujlI,oujlee
aUjlI,oojlee
aUjlo,oojlo
aUjlu,oojalu
aujlu,oujalu
aujlw,oujlaa
aUjlw,oojlaa
aujlwry,oujlaaray
aUjly,oojlay
aujly,oujlay
auJrq,oujhrat
aUjru,oojaru
aujU,oujoo
auJV,oujharr
aujVu,oujarru
auJVu,oujharru
aujVY,oujrrai
aujwgr,oujaagar
aujwgru,oujaagaru
aujwiV,oujaarre
aujwlw,oujaalaa
aujwnW,oujaanaan
aujwrau,oujaarou
aujwrM,oujaaran
aujwro,oujaaro
aujwrw,oujaaraa
aujwrY,oujaarai
aujwry,oujaaray
auJwrY,oujhaarai
aujwVI,oujaarree
aukiq,oukate
aukqy,ouktay
aUKru,ookharu
auliJ,ouljhe
auliJE,ouljheo
aulit,oultte
aulitE,oultteo
aulJwieE,ouljhaaeo
aulMGy,oulanghay
aulQVy,oulathrray
aulQy,oulathay
ault,oultt
aultI,oulttee
aultIAY,oultteeai
aultIly,oultteelay
aulto,oultto
aultq,oulttat
aultw,oulttaa
aultwieAw,oulttaaeaa
aulty,oulttay
aultY,oulttai
aulwhI,oulaahee
aulwhno,oulaahno
aulwhny,oulaahnay
aulwih,oulaahe
aulwihAmu,oulaaheAmu
aulwis,oulaase
aulwm@y,oulaamay
aulwmy,oulaamay
aulws,oulaas
aulwsih,oulaasahe
aulwsu,oulaasu
aulwsw,oulaasaa
aumig,oumage
aumikE,oumkeo
aumikq,oumket
aumiq,oumate
aumkweI,oumkaaee
aumMg,oumang
aumr,oumar
aumrQl,oumarthal
aumrwau,oumraaou
aumrwv,oumraav
aumrwvhu,oumraavahu
aumry,oumray
aumwhVw,oumaahrraa
aumwhw,oumaahaa
aumwhY,oumaahai
aumwihE,oumaaheo
aumwpiq,oumaapate
aun,oun
aUn,oon
aun@,oun
aun@w,ounaa
aUNcO,oonchau
aUND,oondh
aUNDau,oondhou
aUNDo,oondho
aUNdr,oondar
aUNDY,oondhai
aUNfI,oonddee
aUNG,oongh
aUNGY,oonghai
aunh,ounaha
aunhU,ounhoo
aUNhw,oonhaa
auniv,ounave
aUniv,oonave
aunmd,ounmad
aunmin,ounmane
aunmn,ounman
aunmq,ounmat
aunmwd,ounmaad
aunmwin,ounmaane
aunmwinAau,ounmaaneAou
aunmwn,ounmaan
aunmwnu,ounmaanu
auNn,ounn
aUNniv,oonnave
aunvY,ounvai
aUnw,oonaa
aUny,oonay
aup,oup
aupdRh,oupadraha
aupdyis,oupadayse
aupdyisAw,oupadayseaa
aupdyisAY,oupadayseai
aupdys,oupdays
aupdysdw,oupadaysadaa
aupdysI,oupdaysee
aupdysIAY,oupdayseeai
aupdysM,oupdaysan
aupdyso,oupdayso
aupdysqy,oupdaystay
aupdysu,oupdaysu
aupdysVw,oupdaysarraa
aupdysw,oupdaysaa
aupdysy,oupdaysay
aupdysY,oupdaysai
aupdysyin,oupdaysayne
aupeIAw,oupaeeaa
auphws,ouphaas
aupij,oupaje
aupijAVw,oupajeArraa
aupijAw,oupajeaa
aupijE,oupjeo
aUpir,oopare
aupir,oupare
aupj´o,oupjeo
aupjI,oupajee
aUpjI,oopjee
aupjih,oupjahe
aUpjih,oopjahe
aupjMip,oupjanpe
aupjq,oupjat
aupjqau,oupjatou
aupjqw,oupjataa
aupjweI,oupjaaee
aupjwvY,oupjaavai
aupjY,oupjai
aupjy,oupjay
aUpjY,oopajai
aUpjy,oopjay
aupkry,oupkaray
aupkrY,oupkarai
aupkwr,oupkaar
aupkwrI,oupkaaree
aupkwru,oupkaaru
aupkwry,oupkaaray
aupMinAw,oupanneaa
aupMnI,oupannee
aupMnw,oupannaa
aupMny,oupannay
aupmw,oupmaa
aUpr,oopar
auprhu,ouprahu
auprIAw,oupareeaa
auprjqy,ouparjatay
auprjw,ouparjaa
aUpru,ooparu
aUpry,ooparay
aupry,ouparay
aupTI,oupatthee
aupwau,oupaaou
aupwDy,oupaadhay
aupweI,oupaaee
aupweIAnu,oupaaeeAnu
aupweIAw,oupaaeeaa
aupweIAY,oupaaeeai
aupweIEnu,oupaaeeonu
aupwey,oupaae
aupwhw,oupaahaa
aupwiD,oupaadhe
aupwie,oupaae
aupwieAnu,oupaaeAnu
aupwieAw,oupaaeaa
aupwiedw,oupaaedaa
aupwieE,oupaaeo
aupwieEnu,oupaaeonu
aupwiV,oupaarre
aupwm,oupaam
aupwqI,oupaatee
aupwrIAY,oupaareeai
aupwrjnw,oupaarjanaa
aupwrw,oupaaraa
aupws,oupaas
aupwv,oupaav
aupwvhu,oupaavahu
aupwVI,oupaarree
aupwvI,oupaavee
aupwvih,oupaavahe
aupwVIly,oupaarreelay
aupwvM,oupaavan
aupwvn,oupaavan
aupwvw,oupaavaa
aupwVw,oupaarraa
aupwVx,oupaarrann
aupwvxhwirAw,oupaavannhaareaa
aupwvxhwr,oupaavannhaar
aupwvxhwru,oupaavannhaaru
aupwvxhwrw,oupaavannhaaraa
aupwvxhwrY,oupaavannhaarai
aupwvxI,oupaavannee
aupwXau,oupaaYou
aupyqwxw,oupaytaannaa
auq,out
aUq,oot
auqBuj,outbhuj
auqBuju,outbhuju
auqBujW,outbhujaan
auqBujw,outbhujaa
aUqih,ootahe
auqih,outahe
auQip,outhape
auqir,outare
auqirAw,outareaa
auqirE,outareo
aUqm,ootam
auqm,outam
auqMgI,outangee
aUqmo,ootamo
auqmu,outamu
aUqmu,ootamu
aUqmw,ootamaa
auqpiq,outpate
auqpiqAw,outpateaa
auqpwiq,outpaate
auqpwqI,outpaatee
auqr,outar
auqrau,outarou
auqrhu,outarahu
auqrI,outaree
auqrIAw,outareeaa
auqrIAY,outareeai
auqrih,outarahe
auqrin,outarane
auqris,outarase
auqru,outaru
auqry,outaray
auqrY,outrai
aUqrY,ootrai
auqswhw,outsaahaa
auqu,outu
auqvqwey,outvataae
auqwih,outaahe
auQwip,outhaape
auqwir,outaare
auqwirAnu,outaareAnu
auqwirAw,outaareaa
auqwirAY,outaareai
auqwirE,outaareo
auQwpdw,outhaapadaa
auQwpnhwr,outhaapanhaar
auQwpnhwrw,outhaapanhaaraa
auQwpnhwrY,outhaapanhaarai
auQwpnhwry,outhaapanhaaray
auQwpy,outhaapay
auQwpY,outhaapai
auqwr,outaar
auqwreI,outaaraee
auqwrI,outaaree
auqwrIAnu,outaareeAnu
auqwrIAw,outaareeaa
auqwrn,outaaran
auqwru,outaaru
auqwrw,outaaraa
auqwrxhwr,outaarannhaar
auqwrxhwrw,outaarannhaaraa
auqwry,outaaray
auqwrY,outaarai
auQwrY,outhaarai
auqwvlI,outaavalee
auqwvlw,outaavalaa
auqY,outai
aur,our
aurCy,ourchhay
aurD,ouradh
aUrD,ooradh
aurDh,ourdhaha
aUrDI,ooradhee
aUrI,ooree
auriD,ouradhe
aurih,ourahe
auriJ,ourajhe
auriJE,ourjheo
aurJI,ourjhee
aurJweI,ourjhaaee
aurJwey,ourjhaaay
aurJwie,ourjhaae
aurJwieE,ourjhaaeo
aurJwno,ourjhaano
aurJwnw,ourjhaanaa
aurJwvih,ourjhaavahe
aurJy,ourjhay
aurJY,ourjhai
aurkt,ourkatt
aUrm,ooram
aursw,oursaa
auru,ouru
aurvwir,ourvaare
aurvwr,ourvaar
aurvwru,ourvaaru
aUrw,ooraa
aUry,ooray
aus,ous
ausgw,ousgaa
ausn,ousan
ausnu,ousanu
ausœiq,oustate
ausqiq,oustate
ausqwd,oustaad
ausqwdu,oustaadu
ausreIAw,ousraeeaa
aUsrih,oosrahe
ausry,ousaray
aust,oustt
austIAih,oustteeAhe
ausu,ousu
auswir,ousaare
auswirAw,ousaareaa
auswrhu,ousaarahu
auswrI,ousaaree
auswrxhwr,ousaarannhaar
auswrY,ousaarai
auswry,ousaaray
auswrydy,ousaarayday
ausws,ousaas
auswsw,ousaasaa
aUTau,ootthou
auTdy,outthaday
auTeIAw,outthaeeaa
auThu,outthahu
auTI,outthee
auTidAw,outthdeaa
auTih,outthahe
aUTih,ootthahe
auTin,outthane
auTMdw,outthandaa
auTMidAw,outthandeaa
aUTnu,ootthanu
auTo,outtho
aUTq,ootthat
auTq,outthat
auTrIAY,outthareeai
auTsI,outthasee
auTu,outthu
auTweI,outthaaee
auTwey,outthaaay
auTwhI,outthaahee
auTwieAw,outthaaeaa
auTwieE,outthaaeo
auTwil,outthaale
auTwilE,outthaaleo
auTwirE,outthaareo
auTwlI,outthaalee
auTwlIAw,outthaaleeaa
auTwvih,outthaavahe
auTwvn,outthaavan
auTwvq,outthaavat
auTwvY,outthaavai
auTxw,outthannaa
auTy,outthay
auviqAw,ouvateaa
auvtIAY,ouvatteeai
auvw,ouvaa
aUVY,oorrai
aUx,oonn
aUxI,oonnee
aUxM,oonnan
aUxw,oonnaa
aUxy,oonnay
Av,Av
AvD,Avadh
AvDih,Avdhahe
AvDU,Avdhoo
AvDUqw,Avdhootaa
AvginAwry,Avganeaaray
Avgiq,Avgate
AvGit,Avghatte
Avgix,Avganne
AvgixAwir,Avganneaare
AvgixAwr,Avganneaar
AvgixAwru,Avganneaaru
AvgixAwry,Avganneaaray
Avgn,Avgan
AvgnIAwry,Avganeeaaray
Avgnu,Avaganu
AvGt,Avaghatt
Avguix,Avagunne
AvguixAwrI,Avagunneaaree
Avgun,Avagun
AvgunIAwry,Avaguneeaaray
Avgunu,Avagunu
Avgux,Avagunn
AvguxI,Avagunnee
Avguxu,Avagunnu
AvgwhIAw,Avagaaheeaa
Avgwhy,Avagaahay
Avgwih,Avagaahe
Avgx,Avagann
Avgxu,Avgannu
AvgxvMqI,Avagannvantee
Avgxw,Avagannaa
AvIcwrI,Aveechaaree
AvigAw,Avageaa
Avil,Avale
Avir,Avare
AvJyrw,Avajhayraa
AvKD,Avkhadh
AvKd,Avkhad
AvKDu,Avkhadhu
AvKdu,Avkhadu
AvloK´w,Avlokheaa
Avlokn,Avlokan
Avloknu,Avlokanu
Avqir,Avtare
Avqir´au,Avtareou
Avqw,Avtaa
Avqwr,Avtaar
AvqwrI,Avtaaree
Avqwru,Avtaaru
Avqwrw,Avtaaraa
Avr,Avar
Avrdw,Avardaa
Avrh,Avaraha
AvrI,Avaree
Avrih,Avarahe
AvrIqw,Avareetaa
Avrn,Avaran
Avrnu,Avaranu
Avro,Avaro
Avrq,Avarat
Avru,Avaru
Avrw,Avaraa
Avrwhw,Avaraahaa
Avry,Avray
AvrY,Avarai
AvryN,Avarayn
AvsQw,Avasthaa
AvweI,Avaaee
Avwhnu,Avaahanu
Avwsu,Avaasu
AVY,Arrai
Aw,aa
Awau,aaou
Awb,aab
AWb,aanb
AwBrx,aabharann
AwBrxI,aabharnnee
AWbu,aanbu
AwBUKn,aabhookhan
AwBulu,aabhulu
Awbwdwnu,aabaadaanu
AwBwgw,aabhaagaa
Awc,aach
AWc,aanch
AwChu,aachhahu
AwCih,aachhahe
AwCop,aachhop
AwCq,aachhat
Awcrj,aachraj
Awcrju,aachraju
Awcrx,aachrann
AwcrxM,aachrannan
Awcu,aachu
AwCw,aachhaa
Awcwir,aachaare
Awcwr,aachaar
AwcwrI,aachaaree
Awcwrn,aachaaran
Awcwru,aachaaru
Awcwrw,aachaaraa
AwCY,aachhai
AwD,aadh
AwdI,aadee
AWDI,aandhee
AwDI,aadhee
Awdm,aadam
AwdmI,aadmee
Awdro,aadro
Awdru,aadaru
AwDu,aadhu
AWdw,aandaa
AwDwir,aadhaare
AwDwr,aadhaar
AwDwrI,aadhaaree
AwDwro,aadhaaro
AwDwru,aadhaaru
AwDwrw,aadhaaraa
AwDwry,aadhaaray
AwDwrY,aadhaarai
Awdy,aaday
AWDy,aandhay
AwDyrY,aadhayrai
Awdyso,aadayso
Awdysu,aadaysu
Awdysw,aadaysaa
AwE,aao
AweI,aaee
AweIAly,aaeeAlay
AweIAw,aaeeaa
AweIAY,aaeeai
AweIho,aaeeho
AweIly,aaeelay
Awey,aaay
AwF,aaddh
AwfI,aaddee
AwFil,aaddhale
AwfMbru,aaddanbaru
AWfo,aanddo
AwFu,aaddhu
AWfw,aanddaa
Awfwxu,aaddaannu
Awfwxy,aaddaannay
AwFY,aaddhai
Awgh,aagaha
AwgI,aagee
AwGIjw,aagheejaa
AWgin,aangane
Awgin,aagane
AWgix,aanganne
Awgl,aagal
AwglVw,aagalrraa
AwglVYmY,aagalrraimai
Awgm,aagam
Awgmin,aagmane
AwgMjq,aaganjat
Awgmu,aagamu
Awgnqw,aagantaa
Awgr,aagar
Awgru,aagaru
AwgU,aagoo
AwGU,aaghoo
AwgwDw,aagaadhaa
AwGweI,aaghaaee
AwGwey,aaghaaay
Awgwh,aagaah
Awgwhw,aagaahaa
AwgwiD,aagaadhe
AwGwie,aaghaae
AwGwinAw,aaghaaneaa
Awgwjw,aagaajaa
AwGwnw,aaghaanaa
AwGwny,aaghaanay
Awgws,aagaas
AwgwsI,aagaasee
Awgwsu,aagaasu
Awgwsw,aagaasaa
AwGwvY,aaghaavai
AwGwxy,aaghaannay
AwgY,aagai
Awgy,aagay
AwGy,aaghay
Awh,aah
AwhI,aahee
AwhIAY,aaheeai
Awhir,aahare
AWho,aanho
Awhr,aahar
Awhro,aahro
Awhru,aaharu
Awhw,aahaa
Awhwr,aahaar
AwhwrI,aahaaree
Awhwro,aahaaro
Awhwru,aahaaru
Awhwry,aahaaray
AwhwVw,aahaarraa
AwhY,aahai
Awhy,aahay
Awid,aade
AwiD,aadhe
Awidly,aadelay
Awidq,aadet
Awidqvwir,aadetvaare
Awie,aae
AwieAau,aaeAou
Awieau,aaeou
AwieAVw,aaeArraa
AwieAVy,aaeArray
AwieAw,aaeaa
AwieAW,aaeaan
AwieAY,aaeai
Awiebo,aaebo
AwieE,aaeo
AwieEie,aaeoe
AwieEih,aaeohe
AwieiVAW,aaerreaan
Awielw,aaelaa
AwieVY,aaerrai
AwiF,aaddhe
Awig,aage
Awig´,aagea
AwigAw,aageaa
AwigAwkwr,aageaakaar
AwigAwkwrI,aageaakaaree
AwigE,aageo
Awih,aahe
AwihAw,aaheaa
AwihE,aaheo
AwiK,aakhe
AwiKAw,aakheaa
AwiKAY,aakheai
AwiKr,aakher
Awil,aale
Awin,aane
AWin,aanne
AwinAw,aaneaa
AwinE,aaneo
Awip,aape
AwipE,aapeo
AwiQ,aathe
AwiQq´,Athetea
Awis,aase
AwiV,aarre
Awix,aanne
AwixAw,aanneaa
Awixhu,aannehu
Awj,aaj
AwjonI,aajonee
AwjonIau,aajoneeou
Awju,aaju
AwjUnI,aajoonee
AWjY,aanjai
Awk,aak
AwK´r,aakhear
AwKau,aakhou
AwKdw,aakhdaa
AwKhu,aakhahu
AwKI,aakhee
AwkI,aakee
AwKIAh,aakheeAha
AwKIAih,aakheeAhe
AwKIAin,aakheeAne
AwKIAin@,aakheeAne
AwkIAw,aakeeaa
AwKIAY,aakheeai
AwKih,aakhahe
AwKIN,aakheen
AwKix,aakhanne
Awkl,aakal
AwkrKY,aakarkhai
AwKu,aakhu
Awkul,aakul
Awkulu,aakulu
AwKUM,aakhoon
AwKUtw,aakhoottaa
AwKw,aakhaa
AwKW,aakhaan
AwKwey,aakhaaay
Awkwis,aakaase
Awkwr,aakaar
AwKwr,aakhaar
AwkwrI,aakaaree
Awkwru,aakaaru
Awkwrw,aakaaraa
AwKwrw,aakhaaraa
AwKwry,aakhaaray
AwkwrY,aakaarai
Awkws,aakaas
Awkwsh,aakaasaha
AwkwsI,aakaasee
AwkwsM,aakaasan
Awkwsu,aakaasu
Awkwsw,aakaasaa
AwkwsY,aakaasai
Awkwsy,aakaasay
AwKwVw,aakhaarraa
AwKwVy,aakhaarray
AwKx,aakhann
AwKxu,aakhannu
AwKxw,aakhnnaa
AwKY,aakhai
AwKyr,aakhayr
AwKyV,aakhayrr
Awl,aal
Awlju,aalaju
Awlk,aalak
Awlku,aalaku
Awlkw,aalkaa
Awlm,aalam
Awlmu,aalamu
Awlpqwl,aalpataal
Awlpqwlu,aalpataalu
Awls,aalas
AwlsIAw,aalseeaa
Awlsu,aalasu
Awlsw,aalsaa
Awlu,aalu
AwlUidAw,aaloodeaa
Awlupqwlu,aalupataalu
Awlw,aalaa
Awlwau,aalaaou
Awlwey,aalaaay
Awlwie,aalaae
AwlwieAw,aalaaeaa
Awlwp,aalaap
Awlwpih,aalaapahe
Awlwpq,aalaapat
AwlwvMqI,aalaavantee
AwlXh,aalaYaha
Awly,aalay
Awmd,aamad
Awmir,aamare
Awmro,aamro
Awn,aan
Awn@yru,aanayru
Awnd,aanad
Awndo,aando
Awndu,aanadu
Awndw,aandaa
AwnI,aanee
AwnIly,aaneelay
AwnIqw,aaneetaa
AwnM,aanan
AwnMd,aanand
AwnMdI,aanandee
AwnMdmY,aanandmai
AwnMdu,aanandu
AwnMdw,aanandaa
AwnMid,aanande
AwnMq,aanant
AwnMqw,aanantaa
Awno,aano
AwnUp,aanoop
AwnUpu,aanoopu
Awnw,aanaa
AwnwnW,aanaanaan
Awnwnw,aanaanaa
AwnY,aanai
Awnyru,aanayru
Awnyrw,aanayraa
Awp,aap
Awpd,aapad
Awphu,aapahu
Awpih,aapahe
Awpin,aapane
AwpIn@Y,aapeenai
AwpInY,aapeenai
AwpixAw,aapnneaa
AwpIxY,aapeennai
Awpn,aapan
AwpnI,aapnee
Awpno,aapno
